pid,birthyr,age,male1,educ,faminc,region,trump
4,1967,51,1,1,2,3,32
4,1985,33,1,2,7,3,100
NA,1971,47,1,1,2,4,0
7,1980,38,1,1,2,3,84
1,1976,42,1,2,1,3,0
4,1996,22,1,2,NA,3,3
4,1976,42,1,2,9,3,60
4,1994,24,1,2,5,4,3
6,1985,33,1,2,5,2,73
4,1966,52,1,2,1,4,0
4,1969,49,1,2,7,4,2
4,1992,26,1,2,3,3,53
2,1999,19,1,1,4,3,9
4,2000,18,1,2,10,4,44
2,1979,39,1,1,3,3,21
2,1967,51,1,2,5,3,74
6,1996,22,2,2,2,3,50
4,1998,20,2,2,8,2,29
4,1964,54,1,1,1,3,61
4,2000,18,1,2,NA,4,50
4,1982,36,2,1,NA,1,0
2,1999,19,1,1,1,3,6
5,1998,20,2,1,NA,3,20
4,1993,25,2,2,NA,1,9
NA,1978,40,1,1,1,3,3
5,1977,41,1,1,NA,2,85
7,1992,26,2,1,2,3,100
4,1998,20,2,2,4,3,47
4,1968,50,1,2,1,2,33
4,1983,35,1,2,4,3,75
1,1983,35,1,2,3,3,2
4,1966,52,1,2,2,3,84
NA,1987,31,1,1,NA,1,50
4,1982,36,2,2,4,4,NA
2,1988,30,1,2,6,3,0
2,1964,54,1,2,1,1,62
7,1998,20,1,2,15,4,72
1,1975,43,1,1,1,3,19
6,1980,38,1,2,10,3,94
3,1975,43,1,2,2,4,0
1,1987,31,1,2,2,4,79
NA,1969,49,1,2,2,4,41
4,1968,50,1,1,6,2,0
6,1967,51,1,2,2,3,60
2,1990,28,1,2,2,1,0
4,1965,53,1,2,2,1,81
4,1993,25,1,1,8,2,54
NA,1995,23,1,2,NA,4,NA
4,1982,36,1,2,1,4,96
7,1970,48,1,2,3,3,78
6,1970,48,1,2,8,1,99
3,1979,39,1,2,4,4,51
NA,1972,46,1,2,NA,3,63
3,1967,51,1,2,6,3,0
3,1986,32,1,2,3,1,7
7,1990,28,1,2,1,3,100
NA,1995,23,1,2,NA,4,44
4,1987,31,1,2,2,2,20
5,1995,23,1,2,5,3,79
7,1987,31,1,1,2,3,99
3,1986,32,1,2,1,3,50
4,1990,28,1,2,2,3,11
5,1968,50,1,2,1,1,47
NA,1989,29,1,2,NA,4,39
4,1982,36,1,2,2,1,3
4,1979,39,1,2,3,3,3
5,1969,49,1,2,2,1,87
5,1979,39,1,2,6,1,100
